"examiner_name","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"TRAPANESE, WILLIAM C","Interview","Not Allowed","37","134","2","72","60"
"TRAPANESE, WILLIAM C","RCE","Not Allowed","60","134","2","72","60"
"TRAPANESE, WILLIAM C","Interview","Allowed","35","134","2","72","60"
"TRAPANESE, WILLIAM C","Appeal","Allowed","1","134","2","72","60"
"TRAPANESE, WILLIAM C","Application Filed","Not Allowed","9","134","2","72","60"
"TRAPANESE, WILLIAM C","Appeal","Not Allowed","1","134","2","72","60"
"TRAPANESE, WILLIAM C","Application Filed","Allowed","5","134","2","72","60"
"TRAVERS, MATTHEW P","Application Filed","Allowed","2","227","2","181","44"
"TRAVERS, MATTHEW P","Application Filed","Not Allowed","13","227","2","181","44"
"TRAVERS, MATTHEW P","Interview","Allowed","133","227","2","181","44"
"TRAVERS, MATTHEW P","Appeal","Not Allowed","2","227","2","181","44"
"TRAVERS, MATTHEW P","RCE","Not Allowed","44","227","2","181","44"
"TRAVERS, MATTHEW P","Interview","Not Allowed","48","227","2","181","44"
"TREHAN, AKSHAY","RCE","Not Allowed","36","99","2","61","36"
"TREHAN, AKSHAY","Application Filed","Not Allowed","7","99","2","61","36"
"TREHAN, AKSHAY","Appeal","Not Allowed","2","99","2","61","36"
"TREHAN, AKSHAY","Interview","Allowed","35","99","2","61","36"
"TREHAN, AKSHAY","Interview","Not Allowed","26","99","2","61","36"
"TREHAN, AKSHAY","Application Filed","Allowed","11","99","2","61","36"
"TREMARCHE, CONNOR J.","Appeal","Allowed","1","134","2","79","53"
"TREMARCHE, CONNOR J.","Interview","Not Allowed","45","134","2","79","53"
"TREMARCHE, CONNOR J.","Interview","Allowed","34","134","2","79","53"
"TREMARCHE, CONNOR J.","Appeal","Not Allowed","1","134","2","79","53"
"TREMARCHE, CONNOR J.","RCE","Not Allowed","53","134","2","79","53"
"TREMARCHE, CONNOR J.","Application Filed","Not Allowed","17","134","2","79","53"
"TREMARCHE, CONNOR J.","Application Filed","Allowed","5","134","2","79","53"
"TREPTOW, NANCY ANN","Application Filed","Not Allowed","2","2",,,"2"
"TREPTOW, NANCY ANN","RCE","Not Allowed","2","2",,,"2"
"TRETTEL, ANDREW JAMES","Interview","Not Allowed","15","30",,"18","12"
"TRETTEL, ANDREW JAMES","Interview","Allowed","3","30",,"18","12"
"TRETTEL, ANDREW JAMES","RCE","Not Allowed","12","30",,"18","12"
"TRETTEL, ANDREW JAMES","Application Filed","Not Allowed","2","30",,"18","12"
"TRETTEL, BENJAMIN M","RCE","Not Allowed","1","4",,"3","1"
"TRETTEL, BENJAMIN M","Interview","Allowed","2","4",,"3","1"
"TRETTEL, BENJAMIN M","Interview","Not Allowed","1","4",,"3","1"
"TRETTEL, BENJAMIN M","Application Filed","Not Allowed","2","4",,"3","1"
"TRETTEL, BENJAMIN M","Application Filed","Allowed","1","4",,"3","1"
"TREYGER, ILYA Y","RCE","Not Allowed","39","106","7","60","39"
"TREYGER, ILYA Y","Interview","Not Allowed","41","106","7","60","39"
"TREYGER, ILYA Y","Application Filed","Allowed","8","106","7","60","39"
"TREYGER, ILYA Y","Appeal","Not Allowed","5","106","7","60","39"
"TREYGER, ILYA Y","Appeal","Allowed","2","106","7","60","39"
"TREYGER, ILYA Y","Interview","Allowed","19","106","7","60","39"
"TREYGER, ILYA Y","Application Filed","Not Allowed","10","106","7","60","39"
"TRIEU, EM N","Interview","Allowed","4","23","1","14","8"
"TRIEU, EM N","Application Filed","Not Allowed","3","23","1","14","8"
"TRIEU, EM N","RCE","Not Allowed","8","23","1","14","8"
"TRIEU, EM N","Appeal","Allowed","1","23","1","14","8"
"TRIEU, EM N","Interview","Not Allowed","10","23","1","14","8"
"TRIEU, THAI BA","Application Filed","Allowed","6","100",,"93","7"
"TRIEU, THAI BA","RCE","Not Allowed","7","100",,"93","7"
"TRIEU, THAI BA","Interview","Allowed","85","100",,"93","7"
"TRIEU, THAI BA","Interview","Not Allowed","8","100",,"93","7"
"TRIEU, THAI BA","Application Filed","Not Allowed","22","100",,"93","7"
"TRIEU, THERESA","RCE","Not Allowed","19","101","2","80","19"
"TRIEU, THERESA","Application Filed","Allowed","13","101","2","80","19"
"TRIEU, THERESA","Interview","Not Allowed","14","101","2","80","19"
"TRIEU, THERESA","Interview","Allowed","66","101","2","80","19"
"TRIEU, THERESA","Application Filed","Not Allowed","22","101","2","80","19"
"TRIEU, THERESA","Appeal","Allowed","2","101","2","80","19"
"TRIEU, TIMOTHY K","Interview","Allowed","110","202","2","162","38"
"TRIEU, TIMOTHY K","Application Filed","Not Allowed","21","202","2","162","38"
"TRIEU, TIMOTHY K","Application Filed","Allowed","3","202","2","162","38"
"TRIEU, TIMOTHY K","RCE","Not Allowed","38","202","2","162","38"
"TRIEU, TIMOTHY K","Interview","Not Allowed","52","202","2","162","38"
"TRIEU, TIMOTHY K","Appeal","Not Allowed","2","202","2","162","38"
"TRIEU, VAN THANH","RCE","Not Allowed","28","83",,"54","29"
"TRIEU, VAN THANH","Interview","Not Allowed","16","83",,"54","29"
"TRIEU, VAN THANH","Application Filed","Not Allowed","24","83",,"54","29"
"TRIEU, VAN THANH","Interview","Allowed","38","83",,"54","29"
"TRIEU, VAN THANH","Application Filed","Allowed","48","83",,"54","29"
"TRIEU, VAN THANH","RCE","Allowed","1","83",,"54","29"
"TRIGGS, ANDREW J","Interview","Not Allowed","39","148","2","87","59"
"TRIGGS, ANDREW J","Application Filed","Allowed","22","148","2","87","59"
"TRIGGS, ANDREW J","Appeal","Not Allowed","1","148","2","87","59"
"TRIGGS, ANDREW J","Application Filed","Not Allowed","21","148","2","87","59"
"TRIGGS, ANDREW J","Interview","Allowed","48","148","2","87","59"
"TRIGGS, ANDREW J","Appeal","Allowed","1","148","2","87","59"
"TRIGGS, ANDREW J","RCE","Not Allowed","59","148","2","87","59"
"TRIGGS, JAMES J","RCE","Not Allowed","20","30",,"10","20"
"TRIGGS, JAMES J","Interview","Not Allowed","1","30",,"10","20"
"TRIGGS, JAMES J","Interview","Allowed","9","30",,"10","20"
"TRIGGS, JAMES J","Application Filed","Allowed","186","30",,"10","20"
"TRIGGS, JAMES J","Application Filed","Not Allowed","8","30",,"10","20"
"TRINH, HOA B","Appeal","Allowed","1","138","5","80","53"
"TRINH, HOA B","Appeal","Not Allowed","4","138","5","80","53"
"TRINH, HOA B","Interview","Not Allowed","59","138","5","80","53"
"TRINH, HOA B","RCE","Not Allowed","53","138","5","80","53"
"TRINH, HOA B","Application Filed","Not Allowed","1","138","5","80","53"
"TRINH, HOA B","Application Filed","Allowed","16","138","5","80","53"
"TRINH, HOA B","Interview","Allowed","21","138","5","80","53"
"TRINH, HONG-VAN N","Appeal","Not Allowed","1","95","1","62","32"
"TRINH, HONG-VAN N","RCE","Not Allowed","32","95","1","62","32"
"TRINH, HONG-VAN N","Interview","Not Allowed","22","95","1","62","32"
"TRINH, HONG-VAN N","Interview","Allowed","40","95","1","62","32"
"TRINH, HONG-VAN N","Application Filed","Not Allowed","5","95","1","62","32"
"TRINH, MICHAEL MANH","Interview","Allowed","15","94",,"40","54"
"TRINH, MICHAEL MANH","RCE","Not Allowed","53","94",,"40","54"
"TRINH, MICHAEL MANH","Application Filed","Allowed","29","94",,"40","54"
"TRINH, MICHAEL MANH","Application Filed","Not Allowed","5","94",,"40","54"
"TRINH, MICHAEL MANH","Interview","Not Allowed","25","94",,"40","54"
"TRINH, MICHAEL MANH","RCE","Allowed","1","94",,"40","54"
"TRINH, MINH N","Interview","Allowed","52","123","1","87","35"
"TRINH, MINH N","RCE","Not Allowed","35","123","1","87","35"
"TRINH, MINH N","Application Filed","Allowed","6","123","1","87","35"
"TRINH, MINH N","Application Filed","Not Allowed","14","123","1","87","35"
"TRINH, MINH N","Interview","Not Allowed","35","123","1","87","35"
"TRINH, MINH N","Appeal","Allowed","1","123","1","87","35"
"TRINH, SONNY","RCE","Not Allowed","12","21",,"9","12"
"TRINH, SONNY","Interview","Not Allowed","1","21",,"9","12"
"TRINH, SONNY","Application Filed","Allowed","31","21",,"9","12"
"TRINH, SONNY","Application Filed","Not Allowed","1","21",,"9","12"
"TRINH, SONNY","Interview","Allowed","8","21",,"9","12"
"TRINH, TAN H","Appeal","Allowed","2","62","2","40","20"
"TRINH, TAN H","Application Filed","Not Allowed","20","62","2","40","20"
"TRINH, TAN H","Interview","Not Allowed","8","62","2","40","20"
"TRINH, TAN H","Interview","Allowed","32","62","2","40","20"
"TRINH, TAN H","Application Filed","Allowed","39","62","2","40","20"
"TRINH, TAN H","RCE","Not Allowed","20","62","2","40","20"
"TRINH, THANH TRUC","Appeal","Not Allowed","3","117","3","42","72"
"TRINH, THANH TRUC","Application Filed","Not Allowed","12","117","3","42","72"
"TRINH, THANH TRUC","Interview","Not Allowed","42","117","3","42","72"
"TRINH, THANH TRUC","RCE","Not Allowed","72","117","3","42","72"
"TRINH, TUNG THANH","Application Filed","Allowed","1","5",,"4","1"
"TRINH, TUNG THANH","Application Filed","Not Allowed","2","5",,"4","1"
"TRINH, TUNG THANH","Interview","Not Allowed","1","5",,"4","1"
"TRINH, TUNG THANH","Interview","Allowed","3","5",,"4","1"
"TRINH, TUNG THANH","RCE","Not Allowed","1","5",,"4","1"
"TRISCHLER, JOHN T","Application Filed","Not Allowed","11","111","1","69","41"
"TRISCHLER, JOHN T","Application Filed","Allowed","14","111","1","69","41"
"TRISCHLER, JOHN T","Interview","Not Allowed","36","111","1","69","41"
"TRISCHLER, JOHN T","RCE","Not Allowed","41","111","1","69","41"
"TRISCHLER, JOHN T","Appeal","Allowed","1","111","1","69","41"
"TRISCHLER, JOHN T","Interview","Allowed","33","111","1","69","41"
"TRIVEDI, ATUL","Interview","Allowed","53","79","1","60","18"
"TRIVEDI, ATUL","Application Filed","Not Allowed","11","79","1","60","18"
"TRIVEDI, ATUL","Appeal","Allowed","1","79","1","60","18"
"TRIVEDI, ATUL","RCE","Not Allowed","18","79","1","60","18"
"TRIVEDI, ATUL","Application Filed","Allowed","3","79","1","60","18"
"TRIVEDI, ATUL","Interview","Not Allowed","7","79","1","60","18"
"TRIVISONNO, ANGELO","Application Filed","Not Allowed","19","138","1","73","64"
"TRIVISONNO, ANGELO","Application Filed","Allowed","4","138","1","73","64"
"TRIVISONNO, ANGELO","Interview","Allowed","27","138","1","73","64"
"TRIVISONNO, ANGELO","RCE","Not Allowed","64","138","1","73","64"
"TRIVISONNO, ANGELO","Appeal","Allowed","1","138","1","73","64"
"TRIVISONNO, ANGELO","Interview","Not Allowed","46","138","1","73","64"
"TROCHE, EDGAREDMANUE","Appeal","Not Allowed","3","83","4","43","36"
"TROCHE, EDGAREDMANUE","Appeal","Allowed","1","83","4","43","36"
"TROCHE, EDGAREDMANUE","RCE","Not Allowed","36","83","4","43","36"
"TROCHE, EDGAREDMANUE","Application Filed","Not Allowed","7","83","4","43","36"
"TROCHE, EDGAREDMANUE","Interview","Allowed","11","83","4","43","36"
"TROCHE, EDGAREDMANUE","Interview","Not Allowed","32","83","4","43","36"
"TROOST, AARON L","Application Filed","Not Allowed","17","176","1","108","67"
"TROOST, AARON L","Interview","Allowed","46","176","1","108","67"
"TROOST, AARON L","RCE","Not Allowed","67","176","1","108","67"
"TROOST, AARON L","Application Filed","Allowed","24","176","1","108","67"
"TROOST, AARON L","Interview","Not Allowed","62","176","1","108","67"
"TROOST, AARON L","Appeal","Not Allowed","1","176","1","108","67"
"TROST IV, WILLIAM GEORGE","Application Filed","Not Allowed","4",,,,
"TROTTER, SCOTT S","Application Filed","Not Allowed","4","47",,"29","18"
"TROTTER, SCOTT S","Interview","Not Allowed","12","47",,"29","18"
"TROTTER, SCOTT S","Interview","Allowed","17","47",,"29","18"
"TROTTER, SCOTT S","Application Filed","Allowed","19","47",,"29","18"
"TROTTER, SCOTT S","RCE","Not Allowed","18","47",,"29","18"
"TROUTMAN, MATTHEW D","Application Filed","Not Allowed","5","4",,"3","1"
"TROUTMAN, MATTHEW D","RCE","Not Allowed","1","4",,"3","1"
"TROUTMAN, MATTHEW D","Interview","Allowed","2","4",,"3","1"
"TROUTMAN, MATTHEW D","Interview","Not Allowed","1","4",,"3","1"
"TROUTMAN, MATTHEW D","Application Filed","Allowed","1","4",,"3","1"
"TROY, ABIGAIL E","Interview","Not Allowed","1","4",,"3","1"
"TROY, ABIGAIL E","Application Filed","Not Allowed","2","4",,"3","1"
"TROY, ABIGAIL E","Application Filed","Allowed","2","4",,"3","1"
"TROY, ABIGAIL E","RCE","Not Allowed","1","4",,"3","1"
"TROY, ABIGAIL E","Interview","Allowed","2","4",,"3","1"
"TROY, DANIEL J","Application Filed","Not Allowed","3",,,,
"TRPISOVSKY, JOSEPH F","Application Filed","Allowed","13","114","2","68","44"
"TRPISOVSKY, JOSEPH F","Interview","Allowed","39","114","2","68","44"
"TRPISOVSKY, JOSEPH F","RCE","Not Allowed","44","114","2","68","44"
"TRPISOVSKY, JOSEPH F","Appeal","Partially Allowed","1","114","2","68","44"
"TRPISOVSKY, JOSEPH F","Interview","Not Allowed","29","114","2","68","44"
"TRPISOVSKY, JOSEPH F","Appeal","Not Allowed","1","114","2","68","44"
"TRPISOVSKY, JOSEPH F","Application Filed","Not Allowed","14","114","2","68","44"
"TRUNEH, ZEMENAY T","Interview","Not Allowed","61","147","7","94","46"
"TRUNEH, ZEMENAY T","Interview","Allowed","33","147","7","94","46"
"TRUNEH, ZEMENAY T","Appeal","Allowed","1","147","7","94","46"
"TRUNEH, ZEMENAY T","Application Filed","Not Allowed","9","147","7","94","46"
"TRUNEH, ZEMENAY T","Application Filed","Allowed","5","147","7","94","46"
"TRUNEH, ZEMENAY T","RCE","Not Allowed","46","147","7","94","46"
"TRUNEH, ZEMENAY T","Appeal","Not Allowed","6","147","7","94","46"
"TRUONG, BAO Q","Application Filed","Allowed","71","46","1","18","27"
"TRUONG, BAO Q","Interview","Not Allowed","4","46","1","18","27"
"TRUONG, BAO Q","Interview","Allowed","14","46","1","18","27"
"TRUONG, BAO Q","Application Filed","Not Allowed","8","46","1","18","27"
"TRUONG, BAO Q","Appeal","Allowed","1","46","1","18","27"
"TRUONG, BAO Q","RCE","Not Allowed","27","46","1","18","27"
"TRUONG, CAM QUY THI","Interview","Allowed","32","97","1","58","38"
"TRUONG, CAM QUY THI","Interview","Not Allowed","26","97","1","58","38"
"TRUONG, CAM QUY THI","Application Filed","Allowed","22","97","1","58","38"
"TRUONG, CAM QUY THI","RCE","Not Allowed","38","97","1","58","38"
"TRUONG, CAM QUY THI","Application Filed","Not Allowed","3","97","1","58","38"
"TRUONG, CAM QUY THI","Appeal","Not Allowed","1","97","1","58","38"
"TRUONG, CAM Y T","RCE","Not Allowed","57","270","1","212","57"
"TRUONG, CAM Y T","Application Filed","Not Allowed","1","270","1","212","57"
"TRUONG, CAM Y T","Interview","Not Allowed","97","270","1","212","57"
"TRUONG, CAM Y T","Interview","Allowed","115","270","1","212","57"
"TRUONG, CAM Y T","Appeal","Not Allowed","1","270","1","212","57"
"TRUONG, DARMAWAN","Interview","Not Allowed","5","29",,"29",
"TRUONG, DARMAWAN","Application Filed","Allowed","160","29",,"29",
"TRUONG, DARMAWAN","Interview","Allowed","24","29",,"29",
"TRUONG, DENNIS","RCE","Not Allowed","42","130","1","87","42"
"TRUONG, DENNIS","Interview","Allowed","32","130","1","87","42"
"TRUONG, DENNIS","Application Filed","Not Allowed","4","130","1","87","42"
"TRUONG, DENNIS","Application Filed","Allowed","1","130","1","87","42"
"TRUONG, DENNIS","Interview","Not Allowed","55","130","1","87","42"
"TRUONG, DENNIS","Appeal","Not Allowed","1","130","1","87","42"
"TRUONG, DUC","Application Filed","Not Allowed","6","6",,"3","3"
"TRUONG, DUC","Application Filed","Allowed","2","6",,"3","3"
"TRUONG, DUC","RCE","Not Allowed","3","6",,"3","3"
"TRUONG, DUC","Interview","Allowed","3","6",,"3","3"
"TRUONG, GIAO","Application Filed","Allowed","1",,,,
"TRUONG, KATELYN T","Appeal","Allowed","1","116","4","71","41"
"TRUONG, KATELYN T","Interview","Allowed","33","116","4","71","41"
"TRUONG, KATELYN T","Application Filed","Not Allowed","26","116","4","71","41"
"TRUONG, KATELYN T","Application Filed","Allowed","1","116","4","71","41"
"TRUONG, KATELYN T","RCE","Not Allowed","41","116","4","71","41"
"TRUONG, KATELYN T","Interview","Not Allowed","38","116","4","71","41"
"TRUONG, KATELYN T","Appeal","Not Allowed","3","116","4","71","41"
"TRUONG, KENNY H","Interview","Not Allowed","14","111",,"68","43"
"TRUONG, KENNY H","Application Filed","Allowed","56","111",,"68","43"
"TRUONG, KENNY H","Interview","Allowed","54","111",,"68","43"
"TRUONG, KENNY H","Application Filed","Not Allowed","8","111",,"68","43"
"TRUONG, KENNY H","RCE","Not Allowed","43","111",,"68","43"
"TRUONG, KEVIN THAO","Application Filed","Not Allowed","5","1",,"1",
"TRUONG, KEVIN THAO","Interview","Not Allowed","1","1",,"1",
"TRUONG, LAN DAI T","Interview","Not Allowed","21","78","2","61","15"
"TRUONG, LAN DAI T","Application Filed","Not Allowed","1","78","2","61","15"
"TRUONG, LAN DAI T","Application Filed","Allowed","17","78","2","61","15"
"TRUONG, LAN DAI T","Appeal","Allowed","2","78","2","61","15"
"TRUONG, LAN DAI T","RCE","Not Allowed","15","78","2","61","15"
"TRUONG, LAN DAI T","Interview","Allowed","40","78","2","61","15"
"TRUONG, LAN-HUONG","Application Filed","Allowed","24","74",,"49","25"
"TRUONG, LAN-HUONG","Interview","Not Allowed","11","74",,"49","25"
"TRUONG, LAN-HUONG","Interview","Allowed","38","74",,"49","25"
"TRUONG, LAN-HUONG","RCE","Not Allowed","24","74",,"49","25"
"TRUONG, LAN-HUONG","Application Filed","Not Allowed","4","74",,"49","25"
"TRUONG, LAN-HUONG","RCE","Allowed","1","74",,"49","25"
"TRUONG, LECHI","Application Filed","Not Allowed","4","335","7","241","87"
"TRUONG, LECHI","Interview","Allowed","148","335","7","241","87"
"TRUONG, LECHI","Interview","Not Allowed","93","335","7","241","87"
"TRUONG, LECHI","Appeal","Allowed","1","335","7","241","87"
"TRUONG, LECHI","RCE","Allowed","3","335","7","241","87"
"TRUONG, LECHI","Appeal","Not Allowed","6","335","7","241","87"
"TRUONG, LECHI","RCE","Not Allowed","84","335","7","241","87"
"TRUONG, LECHI","Application Filed","Allowed","8","335","7","241","87"
"TRUONG, LOAN","Interview","Not Allowed","68","137",,"86","51"
"TRUONG, LOAN","RCE","Not Allowed","50","137",,"86","51"
"TRUONG, LOAN","Interview","Allowed","18","137",,"86","51"
"TRUONG, LOAN","Application Filed","Not Allowed","5","137",,"86","51"
"TRUONG, LOAN","RCE","Allowed","1","137",,"86","51"
"TRUONG, LOAN","Application Filed","Allowed","11","137",,"86","51"
"TRUONG, MILTON LARSON","RCE","Not Allowed","16","29",,"13","16"
"TRUONG, MILTON LARSON","Application Filed","Not Allowed","1","29",,"13","16"
"TRUONG, MILTON LARSON","Interview","Not Allowed","9","29",,"13","16"
"TRUONG, MILTON LARSON","Interview","Allowed","4","29",,"13","16"
"TRUONG, MINH D","Interview","Not Allowed","38","102",,"52","50"
"TRUONG, MINH D","RCE","Not Allowed","50","102",,"52","50"
"TRUONG, MINH D","Application Filed","Not Allowed","13","102",,"52","50"
"TRUONG, MINH D","Application Filed","Allowed","15","102",,"52","50"
"TRUONG, MINH D","Interview","Allowed","14","102",,"52","50"
"TRUONG, NGUYEN H","Application Filed","Not Allowed","4","95","5","41","49"
"TRUONG, NGUYEN H","Appeal","Not Allowed","4","95","5","41","49"
"TRUONG, NGUYEN H","Appeal","Allowed","1","95","5","41","49"
"TRUONG, NGUYEN H","Application Filed","Allowed","4","95","5","41","49"
"TRUONG, NGUYEN H","RCE","Allowed","1","95","5","41","49"
"TRUONG, NGUYEN H","Interview","Allowed","13","95","5","41","49"
"TRUONG, NGUYEN H","Interview","Not Allowed","28","95","5","41","49"
"TRUONG, NGUYEN H","RCE","Not Allowed","48","95","5","41","49"
"TRUONG, NGUYEN T","RCE","Not Allowed","37","56","5","14","37"
"TRUONG, NGUYEN T","Interview","Not Allowed","8","56","5","14","37"
"TRUONG, NGUYEN T","Application Filed","Not Allowed","8","56","5","14","37"
"TRUONG, NGUYEN T","Appeal","Not Allowed","2","56","5","14","37"
"TRUONG, NGUYEN T","Interview","Allowed","6","56","5","14","37"
